Mc,eta,DL,M_tot,q,full_bias,full_faith,snr,Mc_stat_err,Mc_max_lam,Mc_min_faith
20.179497218435838,0.24385176675041786,600.0,47.05814434040699,1.3719765422099095,0.033603829931149035,0.9948413534541068,858.4136970129916,0.00021308767379854028,0.06734150657750822,0.9979792086487022
55.30492103868012,0.2474408151109773,600.0,127.84418356252868,1.2251316406788477,1.0272137916156805,0.9922302877792586,1838.4528803506853,0.0024419300317370745,0.023371515179132774,0.9993793565169946
47.63028111354837,0.24784873495273255,600.0,109.99453821734174,1.204496754567477,0.624731422349958,0.9921008799195472,1647.3893558120772,0.0016481884314473512,0.02750387840931946,0.9992192306972911
5.035295899455422,0.24334558850780275,600.0,11.756848191031596,1.3899121402916659,0.00019899479246555355,0.9989064409211826,287.03329439027397,1.2330745527469073e-05,0.22834203047182716,0.997639173088185
71.04357713182571,0.2442750363318291,600.0,165.49976012781974,1.3566202191952483,2.2771774200980577,0.995611350848647,2195.110798155656,0.004858798273274813,0.01687612475788147,0.9996464118257374
31.98541466034998,0.22008749138448458,600.0,79.32220334385654,2.057658235087317,0.16710108091900167,0.992546837925372,1192.0542655233364,0.0006320280828295631,0.029836472402833374,0.9993699205360707
92.41429353072728,0.24952474551430925,600.0,212.5548284989076,1.091176693367907,3.5686159204431718,0.9960230471818295,2676.823338688104,0.009592727083828747,0.013219411484660288,0.9997662866429802
35.97900098261593,0.24997930771333912,600.0,82.66214367934865,1.0183625682137218,0.2400861393527241,0.9916323213122319,1339.2981230314274,0.0008112852889836558,0.04132012400115335,0.998579026033748
3.31859749461324,0.2452511582198878,600.0,7.7123714940463275,1.3197111270230506,3.247283352760883e-05,0.9993261829051819,205.0318824031304,5.489835131462128e-06,0.31622776601683794,0.999663338081562
6.959576805744632,0.062246662388645575,600.0,36.82249315604735,13.993657433332432,-4.275256474929427e-05,0.988924428878391,335.2442941308006,2.743316522815203e-05,0.057223676593502144,0.9997573626352236
71.29950117563014,0.2389152109417859,600.0,168.3217396415607,1.5334691854056126,2.322407387064575,0.9966621979467586,2182.2683829746943,0.004955700346781005,0.01687612475788147,0.9996539038728343
33.93449407535346,0.2307395717639987,600.0,81.80279249049293,1.7684108973477393,0.20173468415012916,0.9934492736229663,1258.5664330700602,0.0007194824818045606,0.03236689285040602,0.99921194999528
43.406695859812665,0.23054811366303743,600.0,104.68869459884513,1.7736944333716935,0.46526063721593797,0.9936241803813302,1507.9988178518397,0.0013298728836986398,0.025353644939701114,0.9994072566479923
14.635088987700783,0.18808211812247416,600.0,39.88291227559483,2.9814153925941853,0.012151819324512488,0.9930263108334546,648.645108230167,0.0001102228116118856,0.057223676593502144,0.9990154766229411
33.311582747322255,0.18970403514591816,600.0,90.31280409113178,2.9300817520987406,0.19690912431293273,0.989885907505264,1186.467142266398,0.0007345331432278845,0.025353644939701114,0.9995408379578884
11.38098955651513,0.07025293662604012,600.0,55.99913712623998,12.151989363310495,0.0012347714587517683,0.9934959567426771,478.2911174567497,8.07471554493096e-05,0.052749970637026196,0.9997431282127983
13.20006755374154,0.1416980046043598,600.0,42.634179864958874,4.85112463248222,0.00837680347255109,0.9945294905860725,580.4399714146099,9.302018687262256e-05,0.07305271542664449,0.9987259713273697
22.79179809612977,0.24571719404624529,600.0,52.907502439136415,1.3011948868437528,0.05087977949664976,0.9943935021696627,943.6790606899219,0.00027934762543672443,0.062076795936247604,0.9980199615091381
58.06719065674557,0.24801811873811105,600.0,134.0419600027866,1.1954780069400435,1.2133349017753936,0.9931150252745493,1906.063373859269,0.0027849805035705614,0.021544346900318822,0.999460275699518
39.36321942715627,0.24215122104024117,600.0,92.18040527265954,1.4306849753147812,0.32929950612933034,0.9929985073954246,1421.4554911247058,0.0010222647114905652,0.03236689285040602,0.9990838238759203
21.586624991956448,0.08686690307313284,600.0,93.51303313970496,9.405544023982724,0.02812436151958271,0.9948945740137554,750.1764734887678,0.00035178252668071854,0.1648814192907418,0.9938543058495174
16.77679211407496,0.12488136866455732,600.0,58.4534748076381,5.836256921104543,0.01777307601094457,0.9965878345013853,677.5759821156786,0.00016529905097881824,0.07305271542664449,0.998513590915817
43.14194969911933,0.24096228447122203,600.0,101.32819932099771,1.4695437362136354,0.4497489928278436,0.992953988911865,1519.4804932221484,0.0012896254406023506,0.02750387840931946,0.9992894968214784
49.877542528710336,0.22500912997446282,600.0,122.06325962843479,1.924703583949605,0.7486403758648267,0.994012552172284,1655.8451760103999,0.0019255083164323524,0.019860025325859117,0.9996030260764688
23.223594418783904,0.14644975349530595,600.0,73.53875131316265,4.611427958047349,0.057484350485360436,0.9932251350772274,872.9293132118278,0.0003367565188184409,0.03808974636954072,0.999355787160399
9.94073515180366,0.23766429425584562,600.0,23.541825660475876,1.5711317901162225,0.002798654176149159,0.9974897871254551,492.6913878280495,4.7678957918553534e-05,0.1291549665014884,0.9971221029472692
29.250935278926917,0.24996135919603207,600.0,67.20723532659122,1.0251777090791936,0.11852933918643684,0.9923998221937793,1145.2594102838896,0.0004940774576142433,0.0009006280202112786,0.9999994446052963
42.10582277728602,0.23093590892320462,600.0,101.4488848276911,1.7629863954149503,0.42007613242322606,0.9938561021729331,1475.4061138900147,0.0012302734525276038,0.0008302175681319744,0.9999993794599554
28.50995997291451,0.20448121943807449,600.0,73.89321315283689,2.4885908339738054,0.1151546281770019,0.9912731613675588,1078.562166249647,0.000490427311432446,0.029836472402833374,0.999439822123576
