Mc,eta,DL,z,m1,m2,M_tot,q,full_faith,snr,inspiral_t,eta_full_bias,eta_stat_err,eta_max_lam,eta_min_faith
5.58478987905599,0.20688238371474335,1000.0,0.19781979248496245,10.171614748902273,4.202222760917273,14.373837509819547,2.420532020221123,0.9982036811290916,185.52231671199146,512.2346095026336,0.0011414921060979109,6.132297534287217e-05,0.004115226337448559,0.9999239574881243
5.494184715333159,0.20131874246017412,1000.0,0.19781979248496245,10.358337766084679,4.015499743734873,14.37383750981955,2.5795887005711133,0.9980875082515053,182.8562615320961,526.2699567544984,0.001083895517099845,5.935106050772832e-05,0.22908093278463648,0.997333080584145
5.0754083560503735,0.17639939808059513,1000.0,0.19781979248496245,11.086459065141957,3.28737844467759,14.373837509819548,3.372431635637029,0.9976596381123285,170.52696721669784,599.9975004147926,0.0008558248272814541,5.058585566289856e-05,0.22908093278463648,0.9977484268618676
5.448308128922068,0.19852485316081625,1000.0,0.19781979248496245,10.448074409426615,3.9257631003929365,14.373837509819552,2.6614123527680134,0.9980308328733845,181.50627708740055,533.614801259619,0.0010563029511715613,5.836258996447515e-05,0.22908093278463648,0.9973834758326633
6.229399056943945,0.24819271865638567,1000.0,0.19781979248496245,7.797981228488945,6.575856281330602,14.373837509819547,1.185850312852496,0.9984623473181256,204.50394319373558,427.70406710670045,0.0017259907561695204,7.613920589454212e-05,0.20164609053497942,0.9966798176781638
6.202012317048921,0.2463768068513814,1000.0,0.19781979248496245,8.052122666561209,6.3217148432583405,14.37383750981955,1.2737244349368628,0.9985162231027565,203.69642664698452,430.8241709507458,0.0016888467980154045,7.548083595112048e-05,0.20301783264746226,0.9966689836508975
6.248094612924557,0.24943541242849696,1000.0,0.19781979248496245,7.528456249176137,6.845381260643416,14.373837509819552,1.0997862591613365,0.9984178644032514,205.05527349503967,425.59505149719894,0.0017519818465731372,7.659038624859125e-05,0.20027434842249656,0.9966993292965258
6.120816681402999,0.24102443263696197,1000.0,0.19781979248496245,8.548688516653906,5.825148993165645,14.37383750981955,1.4675484741563953,0.9986121191795402,201.3030827728811,440.29416083783997,0.00158947303360122,7.354411970452112e-05,0.20850480109739367,0.9965780642674508
5.698356367268734,0.21394137933605742,1000.0,0.19781979248496245,9.91638222285202,4.457455286967528,14.373837509819548,2.2246734031959923,0.9983504332754412,188.8640760223267,495.47764986801275,0.001218415090875076,6.383263835597055e-05,0.2249657064471879,0.9969822604175975
6.250754539096595,0.2496124194389441,1000.0,0.19781979248496245,7.4698974402176335,6.903940069601912,14.373837509819547,1.0819759970263407,0.9984109742106987,205.13371981772767,425.2963558945727,0.0017557666336175436,7.665464396541282e-05,0.20027434842249656,0.9966958299126343
6.153712601489642,0.24318724754317542,1000.0,0.19781979248496245,8.373326670349257,6.000510839470289,14.373837509819547,1.3954356377912043,0.9985835264513617,202.27259876876028,436.4172861392627,0.0016280593636749598,7.43260158954788e-05,0.20576131687242796,0.9966335869827002
6.2557521219509535,0.24994512358556806,1000.0,0.19781979248496245,7.293398154762344,7.080439355057206,14.37383750981955,1.0300770600560305,0.998397681272241,205.28111175228946,424.7360696484899,0.0017633408080125305,7.677531766354092e-05,0.19875019051973786,0.9967372663317344
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.9269273246802303,0.11502711342795943,1000.0,0.19781979248496245,12.467673512788782,1.9061639970307687,14.37383750981955,6.540713984845834,0.9966374695733112,136.4711563313514,917.7991092862302,0.0005027563398715023,2.9706888702815775e-05,0.1344307270233196,0.9989313377916852
5.715409207429439,0.21500950787384768,1000.0,0.19781979248496245,9.87565224324875,4.498185266570799,14.373837509819548,2.195474765488589,0.998371793347136,189.36589827886053,493.0379246802853,0.0012300218443551945,6.421327802777522e-05,0.2249657064471879,0.9969616621300047
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.030384620021972,0.2351186804755939,1000.0,0.19781979248496245,8.940369019405049,5.4334684904145005,14.373837509819548,1.6454257598396451,0.9986355950314755,198.6387001213237,451.2436069357554,0.0014931035876631351,7.141436298142114e-05,0.21262002743484223,0.9965192078051217
4.78619220011788,0.1599664865020048,1000.0,0.19781979248496245,11.4998727957529,2.8739647140666458,14.373837509819547,4.001396655799798,0.9974496493856221,161.99584010931338,661.1854743324018,0.0007309842462238474,4.4877018043416856e-05,0.21810699588477364,0.9977340408399257
5.009863295245682,0.17261899107631423,1000.0,0.19781979248496245,11.18535269273223,3.1884848170873195,14.37383750981955,3.5080464027268126,0.99761003562192,168.5951564077949,613.0420644321439,0.0008253480868645419,4.9266813238578766e-05,0.22770919067215362,0.9977725265698884
4.332641164426113,0.13550853528168616,1000.0,0.19781979248496245,12.05053484730231,2.3233026625172406,14.37383750981955,5.186812308924854,0.9973536785260716,148.5656973753222,779.7363963633751,0.0005863478721995193,3.652340384484924e-05,0.18244170096021947,0.9979885833815816
5.694230383915443,0.21368326236132387,1000.0,0.19781979248496245,9.926133907007502,4.447703602812046,14.373837509819548,2.2317435677889454,0.9983452022828465,188.7426604715792,496.0708773230422,0.0012155910006881841,6.374065014530955e-05,0.2249657064471879,0.9969872470993595
5.829459451532806,0.2222077786786038,1000.0,0.19781979248496245,9.583181086385332,4.790656423434214,14.373837509819547,2.000389975684285,0.9985043551001733,192.7225169399624,477.20794627391626,0.0013162094610097656,6.678232780315571e-05,0.22085048010973934,0.996703263019946
4.708810075540278,0.15567925274191763,1000.0,0.19781979248496245,11.601366165599337,2.772471344220212,14.37383750981955,4.184485509574257,0.9973875321197209,159.70962982222434,679.2737233892052,0.0007021056528811072,4.3399032968482534e-05,0.2139917695473251,0.9977014502928397
4.231955836305932,0.13030087327908998,1000.0,0.19781979248496245,12.159916038627527,2.213921471192028,14.373837509819555,5.4924784807657785,0.9973126117890609,145.57257104003787,810.7256476494423,0.0005618367961010974,3.477257193943694e-05,0.1700960219478738,0.9982692897884086
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.58865246028379,0.20712091379398445,1000.0,0.19781979248496245,10.163347511596555,4.210489998222995,14.37383750981955,2.413815854184648,0.9982087022253088,185.63597200587415,511.6497292979696,0.0011436813847205578,6.140781512290089e-05,0.22770919067215362,0.9971887859050076
5.910068803507548,0.22735246976387843,1000.0,0.19781979248496245,9.350051417686867,5.023786092132682,14.373837509819548,1.861156356224875,0.9985785055611509,195.09552567326978,466.5083295076813,0.0013824738887276396,6.862418656683843e-05,0.21810699588477364,0.9965241263621942
