mass_ratio total_mass dec ra theta_jn psi delta_phase chi_1 chi_2 time_jitter
0.8484293859426651 234.04844040600756 -0.07628037213083587 6.200762928555133 2.599652770371321 0.5036261297161475 3.0926812996332522 0.006896215569172704 0.00024461412791061313 -1.567987476182428e-05
0.8510479293303814 234.05110348706987 -0.0781113845593538 6.175898499112795 2.5365723864870615 2.2712071639347813 3.100305421447942 0.006931933823392133 4.8029586163726834e-05 6.651221613809648e-06
0.8449306847603804 233.9772503739528 -0.08234997101063145 6.151144149282873 2.5309134628046883 0.1785935498370512 3.109490390458187 0.007548865296280222 0.0010149160011312002 1.1161404480168201e-05
0.8483585870823845 234.02555395280953 -0.0816183215632494 6.153835885478604 2.544980484197045 2.6829812128937887 3.1161399437900665 0.006974015251886731 4.183093540940376e-05 4.722869278593091e-06
0.8469583254374504 234.0263856856196 -0.08677955050113405 6.0848411423278055 2.601704612667303 0.21553619817364278 3.1271304752820392 0.007141468566245046 0.0003070392190892785 -2.1683922715799752e-05
0.8444525864235581 234.00504048225002 -0.07984440260014126 6.184098454442213 2.6113512799015153 2.776377398359185 3.1047845519244053 0.007603768589088112 0.00027941970171336926 -1.4820170291510626e-05
0.8484168671325837 234.02287809186484 -0.08172568226526367 6.153776695339191 2.5413441620716632 2.5120799112882426 3.114706121048863 0.0070456487337829925 8.877955057084906e-05 5.8889667957907855e-06
0.843625560164352 233.97579978331052 -0.08597075754831274 6.0919155140326 2.5891475780597974 3.129485060499729 3.127384540005853 0.007549466182076015 0.0003598250370957694 -1.1314963123726287e-05
0.8479818034180103 234.03658590684674 -0.0859751090194615 6.085119833009974 2.5801417666874693 0.27980599066780326 3.1252856762362025 0.007046748961104492 0.0003230628886238316 -1.526976894752083e-05
0.8506410471118523 234.0467846720775 -0.07819153391841951 6.171684972484859 2.537000884701125 2.3301345890986913 3.1024475902314697 0.006903136300353042 9.634272225400039e-05 6.810111131655633e-06
0.84441254880506 233.9861114367015 -0.08589527700000153 6.098074596625603 2.593745365419375 0.08772035951961868 3.1247577744676645 0.007469912794849077 0.0002715343608715578 -1.2875203199303657e-05
0.8498507320084507 234.04128796511606 -0.07697046059143348 6.19220055810954 2.5535058504455326 2.5411826403807436 3.1029842938054664 0.006820300178524139 5.257297891730064e-05 7.137027852941033e-06
0.8458072780402809 233.9942989793202 -0.0822353365903084 6.14603175197843 2.580446678677462 0.03427942550820586 3.112214875134832 0.007432678105447514 0.0002102223727178831 -1.8267238053038524e-06
0.8477855043728385 234.03923762920388 -0.08539004872084263 6.095491029117821 2.5867739021633693 0.05193029936827334 3.1244504454709214 0.0070325671635338115 0.0003747206561237175 -2.0071182120387976e-05
0.851270792114576 234.0505292431898 -0.07644740068607606 6.186232449773057 2.5125808520171953 0.008329002903362859 3.10087503733321 0.006791466278820713 0.00013161532532626437 2.1598429417801833e-05
0.8492168657842862 234.04737638232754 -0.08391310356524564 6.120673821472148 2.6031151880623375 1.0053441061052948 3.12095820860718 0.0068064100857751 0.00017951781384970372 -1.4916377867097656e-05
0.8504962018291408 234.04353756707954 -0.07876611741867988 6.167672183594987 2.5277641558626693 3.077537095558799 3.108658466384025 0.006794634163698685 6.023259992373199e-05 1.7987988045072532e-05
0.8508209615711471 234.05088233145372 -0.07820083408313677 6.177877910154777 2.5221677324057374 3.0549459065352087 3.107348856122599 0.006795578206097018 0.00010428638780982039 1.6802028502333854e-05
0.8507619597004699 234.04935568659795 -0.07875917425564627 6.1792643541924015 2.54096150538602 2.541913737178803 3.1066447739465906 0.006815645064354148 1.9718007195473665e-05 6.391564227143536e-06
