Mc,eta,DL,M_tot,q,full_bias,snr,Mc_stat_err,Mc_max_lam,Mc_min_faith
71.16649163494749,0.17084494095198388,6135.069285864413,205.4538494195835,3.573416599554807,2.647872204354095,228.97212721103227,0.04707769218709217,0.03808974636954072,0.9985136645635064
34.755177278242066,0.20638315177226635,15317.824165308482,89.58080561346104,2.434614038902141,0.22582723630842816,43.68375412525606,0.0224405843438846,0.22834203047182716,0.9645929097689566
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67.79063249792493,0.0959730221196361,15798.785324344048,276.6178386142226,8.299099780265509,4.00931250986198,28.88924424154965,0.4957371114334794,0.1519911082952933,0.9881586059831697
128.76237351775436,0.2499992522179607,14313.293982739418,295.8187841901709,1.0034649682822367,-6.701017641952703,72.03198696323517,0.9019979216459887,0.062076795936247604,0.9952720016889653
114.12893636962521,0.23702062714189095,6414.545123989412,270.72233307741135,1.5901840612004359,-0.08295913766043128,295.8361731446587,0.15698321858325048,0.02750387840931946,0.9990877318646934
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85.25587067036933,0.24991486948152236,1759.197764078204,195.9065858223263,1.037600328291306,3.299585431262649,764.4125772472461,0.0255907967339123,0.019860025325859117,0.9994736351813578
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67.5603473223511,0.20505531354076215,4144.542032050055,174.81120121162698,2.4722417415431583,2.5071143994940286,261.7907218393485,0.04400489700886385,0.03808974636954072,0.9983678787264046
64.05032846703564,0.2284245115220836,16573.179054185046,155.337295051687,1.8319463909279183,1.8446127894832194,61.731670415564544,0.13021097403353094,0.1291549665014884,0.98106944442773
170.8260534807171,0.24926552660649035,17347.35854915759,393.1486383242659,1.1146171986663544,-36.83099510503759,141.55067219702946,0.7872583599273757,0.057223676593502144,0.9965243583997989
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59.851877245626554,0.21634743147118074,2575.219261003183,149.96390143636398,2.15902231668267,1.2930908533558991,321.8180516708012,0.017412910030891432,0.03808974636954072,0.9984129465400362
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
139.71791954022854,0.2422100121432194,8258.848481367444,327.14241496402497,1.4287225067931721,-17.896450545351,340.13662414772585,0.23263752525129683,0.03236689285040602,0.9988029889368272
