Mc,eta,DL,z,m1,m2,M_tot,q,snr,DL_stat_err,z_stat_err,inspiral_t,eta_full_bias,eta_stat_err,full_inner_prod,lam_0,lam_1,bias_0,bias_1,inner_0,inner_1
21.242763600180805,0.24317198128716422,27533.81169991371,3.145307151323549,28.910599696819766,20.710101393041484,49.62070108986125,1.3959661108435528,19.321627693699423,19193.61920541844,1.7695282417348546,55.138636561018394,0.010337445591831237,0.0021578838480059473,0.8377290901450065,0.0,1.0,1.3198150670097276e-15,0.010337445591829766,1.0,0.8377290901449908
7.037373650944642,0.24617280804898795,5926.306515521187,0.8952138047160979,9.168493966109557,7.149492283821678,16.317986249931234,1.282397910528081,23.125798692133625,700.8671740315256,0.08512410096671408,349.2084158928476,0.002055707198414693,0.0007742516227201829,0.9531890334933665,0.0,1.0,1.4617383721010197e-15,0.002055707198416552,1.0,0.9531890334934017
11.431365855147623,0.22555727302808318,12941.36034589551,1.68812502103811,18.334708953572218,9.599991782760917,27.934700736333134,1.9098671507715848,20.79101607738836,2680.6898727072494,0.2806937907042053,155.50017304268775,0.004026225393621918,0.0010634324149476377,0.9140336670198803,0.0,1.0,2.1900519567680525e-16,0.004026225393621716,1.0000000000000002,0.9140336670198836
12.351778469970814,0.2256785804673026,16768.200136932515,2.086488392932361,19.792843209798008,10.381323754071179,30.17416696386919,1.906581827007945,21.990431793266378,7126.984792900262,0.7086128815069102,136.63466209987425,0.004332294237937941,0.0010004277419266038,0.9062534661116256,0.0,1.0,5.311163437665466e-16,0.004332294237937351,1.0,0.906253466111622
9.889631098382415,0.2323727167975626,14032.77024547734,1.8034206280056186,15.021502249886598,8.71785797496073,23.739360224847328,1.7230726048796712,12.422754913589575,4204.92121316474,0.43219859882578904,198.09666444536364,0.00324772697248267,0.0015855361994432302,0.9284171122343969,0.0,1.0,3.160140801758813e-16,0.003247726972483123,1.0,0.9284171122344107
13.448114215213057,0.24861279909965175,17328.597832199812,2.1435787061365272,16.65404751163183,14.344924997875962,30.998972509507794,1.1609713898188927,23.434064989901472,1887.6916273271083,0.1903774154560245,118.76330180598993,0.005502417741192868,0.0011963339694360765,0.9018342101353995,0.0,1.0,6.650150783161005e-16,0.005502417741192306,1.0,0.9018342101353966
24.368362559102607,0.2460731240843576,15255.386696729362,1.9309014840054823,31.800765689230985,24.717371308051696,56.51813699728268,1.2865755542083825,59.679931485249206,2064.1082483857913,0.21175208676579382,43.75353890544173,0.012563088855351772,0.0007321851579513415,0.8134242675103668,0.0,1.0,1.1992481075819341e-15,0.01256308885535061,1.0,0.8134242675103541
22.33734474042428,0.2332146139924144,18190.25696318359,2.230833590005208,33.683261094329666,19.819733464346555,53.50299455867622,1.699481032624481,65.88465873498382,12308.7108169171,1.195500149242195,50.573136193745555,0.010942156457900615,0.0006621130053089424,0.8251654508193812,0.0,1.0,1.1956798225456358e-15,0.01094215645789906,0.9999999999999998,0.8251654508193654
12.376367562091437,0.21904113932502017,15109.025970155464,1.9157270372097894,20.806220365323778,9.974429518488202,30.78064988381198,2.0859559262771072,22.054263355964036,1028.6443865422634,0.10618401356987395,136.10422749196903,0.004478646541284463,0.00113762292030897,0.9043240418851548,0.0,1.0,3.3813652575201907e-16,0.0044786465412841765,1.0,0.9043240418851559
9.161470989659888,0.2296981719306725,9036.576083080214,1.260744242659853,14.227655178135388,7.91709001199696,22.144745190132348,1.7970813968990973,40.752680683713336,1386.1652619504846,0.1548205544732928,224.98525091249888,0.0029632283205332857,0.0005284746280638958,0.9340616871382481,0.0,1.0,2.4214590696916864e-16,0.0029632283205336327,1.0,0.9340616871382611
10.321163907746737,0.24986221132219122,8916.199040150565,1.2471041931688964,12.138255795938447,11.58139699292356,23.719652788862007,1.0480821789767796,33.40535768744032,316.7049757552294,0.03581500222884415,184.67817194905015,0.0038716606083777565,0.000701730339091837,0.9270021561598707,0.0,1.0,1.5373909815590952e-16,0.003871660608377993,0.9999999999999998,0.9270021561598801
61.434681375138844,0.24878358338789755,58530.64301839803,5.960998268579267,75.71372893120652,65.83976024167315,141.55348917287967,1.149969693894536,13.756285855874184,17254.954693707637,1.493328648911322,8.817330370421379,0.04728019476660036,0.011032987039395533,0.5313047911110963,0.0,1.0,1.1213038098558337e-15,0.04728019476659982,1.0,0.531304791111091
14.702300908958161,0.23656730619834038,15828.322889456262,1.9900897715806176,21.50415209088213,13.410882157169226,34.915034248051356,1.6034852770208246,27.335885684311982,646.4208909187124,0.06638976869565894,102.20310842714774,0.006187328685318617,0.0011264916789353841,0.8893527810946684,0.0,1.0,1.1249670093154955e-15,0.006187328685317403,1.0,0.8893527810946564
17.409432688567858,0.24857737432713553,18032.643865991602,2.2149190859026424,21.580524818614286,18.55303300152225,40.13355782013654,1.1631804253699993,40.86515701643844,3979.487553421574,0.39623016422073754,77.09930050663444,0.008022297345834505,0.0007867029468231219,0.8700341526721675,0.0,1.0,1.5312063799128716e-15,0.008022297345833115,0.9999999999999999,0.8700341526721477
11.61072378672937,0.24999333735279575,9642.682090598799,1.3289296346726311,13.40628602532343,13.268579145750106,26.674865171073538,1.0103784194268781,51.08734733350653,683.6560000054778,0.07599228114676948,151.7760839444026,0.004568868956210096,0.0005029361399269584,0.9166896249251829,0.0,1.0,9.527583398958495e-18,0.004568868956210075,1.0,0.9166896249251902
