index,Mc,eta,chi1x,chi2x,chi1y,chi2y,chi1z,chi2z,DL,tc,phic,iota,ra,dec,psi,gmst0,hybr,Mc_err,eta_err,DL_err,chi1z_err,chi2z_err,iota_err,ra_err,dec_err,psi_err,Mc_bias,eta_bias,DL_bias,chi1z_bias,chi2z_bias,iota_bias,ra_bias,dec_bias,psi_bias,snr,faith,inner_prod,z,z_err,z_bias
1377,25.13618935900585,0.24756818895265173,0.0,0.0,0.0,0.0,-0.014221687622440677,-0.1474552813460347,29181.931358422516,0,0,2.4317582795294204,4.0061938709322575,-1.0243633489409976,2.543974079053191,0,0.9,0.020416364,0.02385328,7022.758,1.4632424,1.8105216,0.31089988,0.0138634425,0.026116867,0.12163941,0.01512493622986387,-0.011448719988754649,2187.7881886851055,-0.2952508992440528,0.43595957825673476,0.022847064022804977,-0.0005727666882553284,-0.003670586547284024,0.09522461862476675,28.72343090149136,0.9941011062739622,0.9943071110092271,3.3019495710056836,0.6561492447338169,0.20625776125790107
1852,24.3253396091912,0.24005143589762873,0.0,0.0,0.0,0.0,-0.051139756644881934,-0.07136833943777719,30104.662902450676,0,0,1.6182217180848903,0.15104324434460106,0.5371759658179487,3.422615587959215,0,0.9,0.03447784,0.06455049,3192.2095,2.187689,3.161857,0.04116201,0.16971527,0.060968347,0.106360145,0.025870715992073207,-0.0067637096864912585,1759.9238526203508,-0.2551394852007571,0.5150419353538016,0.0009038884563978203,-0.0056130813319301455,-3.697538252297734e-05,-0.0027285714635229457,9.906325525124258,0.9948007507065045,0.9949810754439039,3.3891652394628937,0.29928288926118185,0.16544943827152903
1514,16.672906352115106,0.24930579009569911,0.0,0.0,0.0,0.0,-0.014923217431969577,0.1364722982109883,8681.51691282541,0,0,1.2121744642016785,5.474165850263475,0.8297968165567746,2.5912634830775265,0,0.9,0.005335599,0.018297542,565.1832,2.6783805,2.8036768,0.06302649,0.006013387,0.0039933654,0.042271163,0.016914095313443345,-0.016657646371454993,4628.2089317592,0.4644041654593101,-0.28404468994179427,-0.40314532364814637,-0.0010938277691729967,-0.0005172067325965384,0.3272416392312157,64.47219392384453,0.9968598471730056,0.9969744410270712,1.2204137858337907,0.06406040304052851,0.5067940723717654
563,33.05410779509701,0.24882157360317617,0.0,0.0,0.0,0.0,-0.0973657550589234,0.1563931830411983,60514.31884801456,0,0,2.6869471345581655,1.0456397772792494,1.4137167546608245,1.2910018179536114,0,0.9,0.05814507,0.03249633,36239.723,4.425486,4.731058,1.3138568,0.06262807,0.017597962,0.19709547,0.020809654858126414,-0.00757634335930794,409.91848449139417,-0.21377223169197346,0.3932233824851861,-0.1119351877439314,-9.424930489836937e-05,-4.714339316650917e-06,0.10863176244028563,21.11403607927466,0.9940376367957849,0.9942071158024344,6.134612963993293,3.0938483875834883,0.035806814545740195
1442,16.101928790244592,0.24809541109303496,0.0,0.0,0.0,0.0,0.2296430034172389,0.11091867829233251,27802.309885923125,0,0,1.9268638289839388,5.6979896418642,0.8118256589088029,3.30707262834824,0,0.9,0.023362668,0.09043889,4605.482,2.1044753,2.473008,0.07870123,0.026622292,0.019996917,0.08044495,0.009752986931600698,-0.011955409736705763,1502.1706867618934,-0.6515672548627401,0.8540223027361267,0.0015637880914791357,-0.00010882753122271598,0.00023595979579166506,0.008620890399213906,13.410048816286533,0.9961189008681447,0.9962560174908779,3.170904554220265,0.43455055388997854,0.14264765187472905
1552,10.228265570177726,0.2499865428927977,0.0,0.0,0.0,0.0,0.031866843726143186,0.037710186749949894,3567.442656213715,0,0,0.6312147114986824,5.02981453998962,-0.3727061528404616,4.377451082848502,0,0.9,0.002238797,0.017883994,2389.1826,15.589547,15.740044,1.0271375,0.0053907963,0.0061583687,0.06684872,0.0032586104328640865,0.008073585932950196,9810.828711961723,-37.198041543132184,38.03513893029602,-4.012191923587024,-0.06063071696179724,0.06569167776185858,0.3251856559315228,78.40662371894736,0.9983205759947316,0.998384237275021,0.5906458662862785,0.3082912271292719,1.143815071971567
1184,8.684968029312282,0.21441928430129623,0.0,0.0,0.0,0.0,-0.0874463855102462,0.034622917569533895,7644.942196333155,0,0,0.7505105243398374,1.7082055344982026,-0.27223548102238637,1.3990156177940805,0,0.9,0.003309936,0.025479417,7222.515,0.4501117,0.8456382,1.2173933,0.005932553,0.0036938512,0.1434706,0.001987215148899739,-0.011075697622417505,9399.297182206648,0.22015454710724205,-0.4282754527833185,-1.3833030888572468,-0.0162288181574469,-0.010035931425762208,0.18617156837727247,57.567616023399516,0.9991955363710046,0.9992303321793345,1.1008367120296683,0.7897948710488343,1.0138079018643489
646,17.85131471621645,0.24880860047127054,0.0,0.0,0.0,0.0,0.09114033695110721,-0.12121127578696538,15565.064305153055,0,0,0.7962978604309414,3.8061647492948825,0.7011322102166466,2.9094449829774254,0,0.9,0.00810098,0.022562413,12668.574,0.923409,1.1338636,0.9855567,0.011408269,0.005043975,0.14228897,0.0030307483086267533,-0.0038850790458713133,-12730.414747795554,-0.8374580281294068,1.0132495980368783,1.2695332247827198,0.019992281064066315,5.754693701453888e-05,-0.09323505769022795,52.106019291870986,0.9888741383933387,0.9814026110776595,1.9629348468711896,1.2490256293217852,-1.4751374817212217
1970,14.559266211690954,0.2394402588858324,0.0,0.0,0.0,0.0,0.01257095810082402,0.05072381946988203,15230.351244100244,0,0,2.3512058487200598,3.8248581268079236,0.7421850962755863,5.575344084186612,0,0.9,0.0081071155,0.033868,3915.5542,0.8923062,1.2144097,0.31475055,0.010959349,0.0054427804,0.13984445,0.004821653688267454,-0.008116131995663961,742.0801452750333,-0.0403390600880501,0.1503227627564962,0.0017639220525437838,0.0008693792035310917,0.00014697426913186677,0.05970739856501176,40.66102550535045,0.997494560648583,0.9975891587406978,1.9283074493378223,0.39860037154094163,0.07661778476785486
1730,49.24585736561003,0.22807223087192072,0.0,0.0,0.0,0.0,0.35904893995821063,-0.011555988726384567,98432.52555516631,0,0,1.054632135544638,2.3096109325117515,-1.2778661192198495,1.6782206483870117,0,0.9,0.22536206,0.06198106,54109.24,0.5575982,1.1149617,0.44388384,0.10581396,0.040376637,0.2151533,0.43197511583711456,0.016271255870162708,144039.41237920735,-0.5483511911604464,1.3180622201079306,-1.2853813379777281,0.023857467752886396,-0.035431249764513756,0.5490804705104636,10.366463805432835,0.9775055651096829,0.9778150384489678,9.368967681000905,4.4447933243897495,11.605711805784887
