Mc,eta,DL,M_tot,q,full_bias,full_faith,snr,Mc_stat_err,Mc_max_lam,Mc_min_faith
45.57333293488927,0.10618493014885108,6567.470796087037,175.01410837228696,7.280172834694215,0.6007988809953352,0.9943646004406325,126.59729078185158,0.021954825684896515,0.009545484566618337,0.999948891177501
55.77550361734881,0.16022463049306054,5121.360312294527,167.34237683362133,3.9906520582159946,1.579445042798301,0.9952205979641788,188.3843497607967,0.033548446244887974,0.057223676593502144,0.9969904572092213
173.94630783312246,0.2264670478825965,19283.766049648533,424.0452507848153,1.8852079964059687,-33.199144589668265,0.9938905801897382,93.93658042843674,1.2169538710653174,0.052749970637026196,0.9975531592130381
79.64763512513794,0.20899988990719848,6861.6107652307755,203.74419834770418,2.361173249802674,3.4735053650739243,0.997632595660769,285.57273071635694,0.06284378801755838,0.03808974636954072,0.9983186427016707
120.52414637567264,0.24074108415805076,15427.38320956027,283.23305518019913,1.4766161641453477,-1.952247886968479,0.9995603003557252,112.87963812990037,0.47429506231740864,0.044824468792893084,0.9975865330284049
107.56433020844997,0.2393197537276993,13190.699683505924,253.6770326223977,1.5210843132402632,2.191921050534006,0.9993686961542733,92.20207060002676,0.4444886988537645,0.052749970637026196,0.9965803295989989
179.45378674033222,0.2427255039882295,23343.453768751835,419.64628241186233,1.411327390186604,-33.41576970949737,0.9976408362297954,56.121882685457265,1.9572609206057332,0.07305271542664449,0.9948530492343386
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
154.3102189751131,0.24945797093215893,15900.50933652828,354.97376446776053,1.0976740722104494,-20.506466114329072,0.9997108097107309,164.69191755378847,0.49681484145516946,0.04862601580065353,0.9972941356720005
60.21702514942829,0.21091353479000302,4363.7216578696525,153.19924551431194,2.308004737001271,1.4192166104360928,0.9942952409974534,97.54007398963311,0.06271718899189352,0.07305271542664449,0.9941891776847932
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
133.22942015760265,0.174220136071614,17144.16031712134,380.1378627008258,3.450010453776287,-6.945146334424564,0.9962335042416367,68.9817435235963,1.2426232305718667,0.057223676593502144,0.9973028871176274
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
131.88730169606322,0.197386622513605,16489.719972089122,349.1502469229394,2.695164606332515,-7.235025258281546,0.9976710830134222,83.82852258929171,0.855504244411093,0.062076795936247604,0.9963454733150144
227.5380895217452,0.24981167327642934,19821.06579884975,522.9816733114216,1.0564420055866366,-83.30698476063992,0.9967429234452753,108.77059403447646,3.177757368547487,0.07305271542664449,0.9955188843377777
158.76440160108712,0.24008664706562857,12182.189019851441,373.70794148104414,1.497289330529927,-28.008357457346335,0.9983552326039605,276.0873130872655,0.3482703681561433,0.03808974636954072,0.9985005180875425
