Mc,eta,DL,M_tot,q,full_bias,full_faith,snr,ra_stat_err,ra_max_lam,ra_min_faith
31.86789784024249,0.13796561012606523,1000.0,104.59017959691123,5.050169934442008,0.003933863899624468,0.9951986735813799,639.7191870910718,0.0011256281139763874,0.044824468792893084,0.9988593806034803
75.55795397942397,0.24995669094636003,1000.0,173.604640277891,1.0266749393048358,0.02261946563278333,0.9946484409185485,1388.8410765294823,0.0005049826061423547,0.025353644939701114,0.9991661019640674
22.61663898094707,0.13656070103773466,1000.0,74.68486892013587,5.127732970709792,-0.0013398864207504468,0.994679136905911,507.5609443202269,0.0012293004431534551,0.062076795936247604,0.9984251727413348
30.462820588504854,0.1008155445270053,1000.0,120.68508831844807,7.7907478982822695,0.008460915850273087,0.9971458822500902,574.1602023041856,0.0015559803109315945,0.04862601580065353,0.9990766134696637
20.631510865959026,0.2283633897420898,1000.0,50.04436055759032,1.833614806617561,-0.0030119377814039616,0.9946884691090219,518.5904160823187,0.0007891232282111659,0.06734150657750822,0.9979648466006221
27.215359871242686,0.2130526884781277,1000.0,68.82114123545652,2.2490405992622837,-0.0018322288727253278,0.9920595643583275,630.6461261342118,0.0007576830966000831,0.052749970637026196,0.998321312275458
13.620067198275873,0.24934923327398395,1000.0,31.33967064063089,1.107526552099699,-0.004167995394500107,0.9961692786017909,380.44881541115274,0.000897680797319363,0.093260334688322,0.9976085904013043
54.972312974670594,0.24925131717292232,1000.0,126.52068459540229,1.1157844825517393,0.007915701966615785,0.9921768181298795,1100.4493018381256,0.0005328251801824863,0.03236689285040602,0.9988088598249972
49.64819359313809,0.23473823215194897,1000.0,118.45493369504209,1.6563143211561517,0.006070715024432238,0.9945109456256114,1002.7944280098573,0.0005805326445830018,0.03511191734215131,0.9987481124809598
38.996263256669835,0.1846838005052843,1000.0,107.43992876785332,3.0911565579202116,0.003807717650644027,0.9900766678607322,789.4892221842754,0.0007931744545785297,0.04132012400115335,0.9986265390030299
5.584139485529023,0.2473559827935717,1000.0,12.911086967223847,1.2292568047636958,-0.004874246655934694,0.9986831747170946,187.3022015738229,0.001591486025546853,0.21049041445120198,0.9969991338623017
50.710714003584435,0.16888571573329164,1000.0,147.41577982766626,3.64696313852492,0.012547655683535996,0.9934612998288084,916.6899439194783,0.0008391763330653816,0.03236689285040602,0.9990448492578302
65.81244626977852,0.23374683439183597,1000.0,157.42024761149577,1.6844765851248615,0.017241557565967736,0.9954905743966829,1227.2488092687508,0.0005516110114263038,0.02750387840931946,0.9991100183315357
37.37944036290949,0.24028269482460568,1000.0,87.94259944148818,1.4911340078966795,0.00040927812932245455,0.9933297411654417,819.1107749565696,0.0006102885726611731,0.044824468792893084,0.9983292806708306
4.507840347926194,0.2454894427673945,1000.0,10.470051897653244,1.3103261622953721,-0.004229890555468241,0.9990180986338612,157.60613410216072,0.001868324363861626,0.2687156307025227,0.998758025947708
22.463258282273813,0.22231187029595667,1000.0,55.372630994590374,1.9975795004309278,-0.0027512688475831437,0.9936847796864983,550.7241363254551,0.000780451302032237,0.062076795936247604,0.9980963309149337
4.257386254611579,0.2127356116986495,1000.0,10.775537331146555,2.257751988091606,-0.004412609438123938,0.9989413326960694,149.57160097226608,0.0020579448245954387,0.07305271542664449,0.9797298611856133
19.789786098258485,0.1515738785879475,1000.0,61.38559670287996,4.368533045766742,-0.002815582908277825,0.992505017060929,470.9649717844121,0.0011601506296257634,0.06734150657750822,0.9982500006346451
10.084354671158293,0.20706016344158412,1000.0,25.94120705448931,2.4155256330383836,-0.004908203697121166,0.9961037704331828,295.39648110570784,0.0012004880049168642,0.11905772393787833,0.9974123156928698
33.55409228689665,0.10493895338525894,1000.0,129.77273500082404,7.394107017214075,0.010568031439444514,0.997537750009009,614.4803720663363,0.001478956008177052,0.044824468792893084,0.9991030779711103
11.831571358117627,0.16193193101401296,1000.0,35.273043218064394,3.920355377529874,-0.004524883503187804,0.9937925163046035,325.97207928186685,0.0013301001307208203,0.10116970998767491,0.9977114567455219
47.76128975868587,0.24833588491877023,1000.0,110.16721174881638,1.177669839546635,0.004205962268455488,0.9916874373680954,991.0884799528174,0.0005518471982625209,0.03511191734215131,0.9987203085481089
12.588687779863227,0.11341891219445771,1000.0,46.469625861655366,6.666876444792554,-0.003973164825014475,0.9976856182025088,327.482153105583,0.0017126063747861888,0.093260334688322,0.9983569495289162
31.03806404545304,0.16235993706721819,1000.0,92.3862417244228,3.9029376238665985,0.0012685803270554574,0.9912875613494304,653.4695162194275,0.0009583424024571842,0.04862601580065353,0.9985244178037037
83.89488917436903,0.2431711625231124,1000.0,195.969399605525,1.3959945511910075,0.03204203068394529,0.9966194023359268,1482.2655950977432,0.0005143233524670402,0.023371515179132774,0.9992975663599211
29.454661691840595,0.245727806815537,1000.0,68.37249941989042,1.3007653211926236,-0.0016956236660861657,0.9933927517968321,688.3765003438907,0.0006465161793809385,0.052749970637026196,0.9981217123649001
61.76350988290106,0.24246160138240222,1000.0,144.5260677131743,1.4202758231407477,0.013141602802784147,0.9941351268868094,1187.6381794504537,0.0005349433255411642,0.029836472402833374,0.9989524218536417
26.697794932888456,0.1986138228237194,1000.0,70.41573398455216,2.6587845884189885,-0.0017466050518499254,0.9907762425245619,613.2615201130455,0.0008164839170624899,0.052749970637026196,0.9983672451475435
38.78964662932324,0.2160086815812914,1000.0,97.28213640050927,2.168240004940748,0.001834497400107049,0.9922091875460726,819.5863150710213,0.0006717898516444677,0.04132012400115335,0.9985767426178414
