Mc,eta,DL,M_tot,q,full_bias,full_faith,snr,eta_stat_err,eta_max_lam,eta_min_faith
31.86789784024249,0.13796561012606523,1000.0,104.59017959691123,5.050169934442008,0.008337422998439165,0.9951986735813799,639.7191870910718,4.352981828805888e-05,0.03511191734215131,0.9992997713997143
75.55795397942397,0.24995669094636003,1000.0,173.604640277891,1.0266749393048358,0.06176110614647179,0.9946484409185485,1388.8410765294823,0.00015584822921012485,0.021544346900318822,0.9993978081441582
22.61663898094707,0.13656070103773466,1000.0,74.68486892013587,5.127732970709792,0.005122168386831552,0.994679136905911,507.5609443202269,3.653426329143171e-05,0.044824468792893084,0.9991777717666189
30.462820588504854,0.1008155445270053,1000.0,120.68508831844807,7.7907478982822695,0.004130253263806599,0.9971458822500902,574.1602023041856,3.1372324791788e-05,0.052749970637026196,0.9989135808880173
20.631510865959026,0.2283633897420898,1000.0,50.04436055759032,1.833614806617561,0.009193649683498253,0.9946884691090219,518.5904160823187,6.490189296353118e-05,0.062076795936247604,0.9982693000381911
27.215359871242686,0.2130526884781277,1000.0,68.82114123545652,2.2490405992622837,0.012408671055532755,0.9920595643583275,630.6461261342118,6.454940220260184e-05,0.04132012400115335,0.9989688897409904
13.620067198275873,0.24934923327398395,1000.0,31.33967064063089,1.107526552099699,0.0057138817478139,0.9961692786017909,380.44881541115274,6.941712015029468e-05,0.10974987654930557,0.9967024847004609
54.972312974670594,0.24925131717292232,1000.0,126.52068459540229,1.1157844825517393,0.040196485661276586,0.9921768181298795,1100.4493018381256,0.00011570099265466263,0.029836472402833374,0.998987710086422
49.64819359313809,0.23473823215194897,1000.0,118.45493369504209,1.6563143211561517,0.03237393110853595,0.9945109456256114,1002.7944280098573,9.999489035387378e-05,0.02750387840931946,0.9992315899829676
38.996263256669835,0.1846838005052843,1000.0,107.43992876785332,3.0911565579202116,0.017044671004109,0.9900766678607322,789.4892221842754,6.579343864365909e-05,0.025353644939701114,0.9994825012810692
5.584139485529023,0.2473559827935717,1000.0,12.911086967223847,1.2292568047636958,0.001416897833505769,0.9986831747170946,187.3022015738229,7.794639232641878e-05,0.21049041445120198,0.9969991338623017
50.710714003584435,0.16888571573329164,1000.0,147.41577982766626,3.64696313852492,0.02271023510209536,0.9934612998288084,916.6899439194783,7.385737938452379e-05,0.019860025325859117,0.9996402597694677
65.81244626977852,0.23374683439183597,1000.0,157.42024761149577,1.6844765851248615,0.0474586088470102,0.9954905743966829,1227.2488092687508,0.00012598661018093488,0.019860025325859117,0.9995358738465824
37.37944036290949,0.24028269482460568,1000.0,87.94259944148818,1.4911340078966795,0.022055827137681904,0.9933297411654417,819.1107749565696,8.542036124247444e-05,0.04132012400115335,0.9985798994362116
4.507840347926194,0.2454894427673945,1000.0,10.470051897653244,1.3103261622953721,0.0009363398390949827,0.9990180986338612,157.60613410216072,8.212369191063018e-05,0.2687156307025227,0.998758025947708
22.463258282273813,0.22231187029595667,1000.0,55.372630994590374,1.9975795004309278,0.010031156045754126,0.9936847796864983,550.7241363254551,6.403382924292304e-05,0.052749970637026196,0.998623811335544
4.257386254611579,0.2127356116986495,1000.0,10.775537331146555,2.257751988091606,0.0006700945239289096,0.9989413326960694,149.57160097226608,6.896451329130872e-05,0.0049770235643321085,0.9999053031934622
19.789786098258485,0.1515738785879475,1000.0,61.38559670287996,4.368533045766742,0.005147178574294278,0.992505017060929,470.9649717844121,3.9463282349160265e-05,0.04862601580065353,0.9990858997554364
10.084354671158293,0.20706016344158412,1000.0,25.94120705448931,2.4155256330383836,0.003060107451920303,0.9961037704331828,295.39648110570784,5.531294837459679e-05,0.10974987654930557,0.9977960262785561
33.55409228689665,0.10493895338525894,1000.0,129.77273500082404,7.394107017214075,0.005321448448316463,0.997537750009009,614.4803720663363,3.499757547152874e-05,0.044824468792893084,0.9991030779711103
11.831571358117627,0.16193193101401296,1000.0,35.273043218064394,3.920355377529874,0.002920081341401536,0.9937925163046035,325.97207928186685,3.9985229035562804e-05,0.0792482898353917,0.9985906335104048
47.76128975868587,0.24833588491877023,1000.0,110.16721174881638,1.177669839546635,0.03256262257529098,0.9916874373680954,991.0884799528174,0.00010335238415494369,0.03511191734215131,0.9987203085481089
12.588687779863227,0.11341891219445771,1000.0,46.469625861655366,6.666876444792554,0.0017643764990453942,0.9976856182025088,327.482153105583,2.5456890358984e-05,0.0792482898353917,0.9988117740933704
31.03806404545304,0.16235993706721819,1000.0,92.3862417244228,3.9029376238665985,0.010373760010629618,0.9912875613494304,653.4695162194275,5.0625114615601736e-05,0.029836472402833374,0.9994438385846817
83.89488917436903,0.2431711625231124,1000.0,195.969399605525,1.3959945511910075,0.06219787617502526,0.9966194023359268,1482.2655950977432,0.00016462527540126644,0.01687612475788147,0.9996337136642358
29.454661691840595,0.245727806815537,1000.0,68.37249941989042,1.3007653211926236,0.01619029738664185,0.9933927517968321,688.3765003438907,7.853819447138675e-05,0.057223676593502144,0.9977908001942181
61.76350988290106,0.24246160138240222,1000.0,144.5260677131743,1.4202758231407477,0.04562109656395304,0.9941351268868094,1187.6381794504537,0.00012385679782721208,0.023371515179132774,0.9993570835165155
26.697794932888456,0.1986138228237194,1000.0,70.41573398455216,2.6587845884189885,0.01112812620640613,0.9907762425245619,613.2615201130455,5.914192386849624e-05,0.03808974636954072,0.9991476189224784
38.78964662932324,0.2160086815812914,1000.0,97.28213640050927,2.168240004940748,0.020555581039939614,0.9922091875460726,819.5863150710213,7.737558746324219e-05,0.029836472402833374,0.9992574175675811
