Mc,eta,DL,z,m1,m2,M_tot,q,full_faith,snr,inspiral_t,Mc_full_bias,Mc_stat_err,Mc_max_lam,Mc_min_faith,Mc_max_lam_index_first,full_inner_prod,Mc_min_inner_prod
4.364277844920104,0.009802960494069209,592.5685602996407,0.12270633858810703,69.30693069306929,0.6930693069306936,69.99999999999999,99.9999999999999,0.9110651679782852,200.0,737.6322187476289,0.00029161617816200833,1.64700147728408e-05,0.024930747922437674,0.999078224973409,3,0.624908109448444,0.9982977041033144
5.8820441242095285,0.016120693840209935,764.328950897153,0.1550926768865826,68.8527487832668,1.1472512167332045,70.0,60.01540706953867,0.9623346558206667,199.99999999999997,448.97159358073435,-0.0005926562797365325,3.6345826208643986e-05,0.019390581717451522,0.9999407063812412,3,0.8162061352838161,0.9999071540863292
7.886982835485421,0.026283796300990116,984.2972482945318,0.1950283347595399,68.1090531142941,1.8909468857058922,69.99999999999999,36.018490857224116,0.9826378012844145,199.99999999999997,275.7824365122916,-0.0032333738505718208,7.906885702787577e-05,0.030470914127423823,0.9999632773487975,3,0.9385237093319844,0.9999389944643156
10.487143454210237,0.042260238912501906,1263.6138755902,0.24363489562924112,66.90493424736586,3.0950657526341128,69.99999999999997,21.616643908267598,0.9960949179815728,200.00000000000003,171.92834590386428,-0.002852332783140711,0.00016840552509894753,0.05263157894736842,0.9998970039385529,3,0.9556999688846555,0.9998707465255335
13.758441670321996,0.06644342505714412,1612.6402544795346,0.30164489973141784,64.99045210096028,5.009547899039703,69.99999999999999,12.973316836319405,0.9888382300724354,200.00000000000003,109.74321893191626,0.0017733752629413846,0.0003474315329457442,0.14958448753462603,0.9978673791980612,3,0.9206086037358451,0.9977849736640543
17.674108940923116,0.10086313886857927,2035.4791737887126,0.36864300180618786,62.032769365049525,7.967230634950447,69.99999999999997,7.785988909738063,0.9988643115070713,200.00000000000003,72.66110860993956,0.01734306608665266,0.0006825656275517512,0.2631578947368421,0.9868047792563508,3,0.858475023704785,0.9845955304699358
21.99316052344146,0.1452053685379108,2517.6468592585743,0.44153978379029174,57.66039924988606,12.339600750113929,69.99999999999999,4.6727929385684295,0.993468229465801,199.99999999999997,50.80300732204323,0.04768303633371149,0.0012447624690773529,0.12465373961218834,0.9935773214608583,3,0.8038657055849319,0.9936559802149898
26.149223486594142,0.19376169635742552,3005.661463269788,0.5122757107690871,51.600231560090194,18.39976843990979,69.99999999999999,2.804395703598495,0.9907107963016434,200.00000000000003,38.3449389441013,0.08678040564054779,0.0020345449122484306,0.1080332409972299,0.9933844634760595,3,0.7756139065532772,0.9934827455978559
29.26853353499465,0.23379660761286924,3391.099576647058,0.566359324983327,43.91047825298622,26.089521747013748,69.99999999999997,1.6830694973552858,0.9938989176355453,199.99999999999994,31.966453590001006,0.12155368990667881,0.0028422711981793375,0.12465373961218834,0.9899641219609935,3,0.7682814602850402,0.9901228455682392
30.468808069088762,0.24999368702810537,3543.6577859384897,0.5873858063842946,35.17587939698463,34.824120603015345,69.99999999999997,1.0101010101009937,0.9925163677614032,200.0,29.966594217041084,0.13628994429074826,0.003213119687763604,0.13296398891966757,0.9876716172225423,3,0.766108439717872,0.9878699440784844
