index,Mc,eta,chi1x,chi2x,chi1y,chi2y,chi1z,chi2z,DL,tc,phic,iota,ra,dec,psi,gmst0,hybr,Mc_err,eta_err,DL_err,chi1z_err,chi2z_err,iota_err,ra_err,dec_err,psi_err,Mc_bias,eta_bias,DL_bias,chi1z_bias,chi2z_bias,iota_bias,ra_bias,dec_bias,psi_bias,snr,faith,inner_prod,z,z_err,z_bias
131,17.034205991385566,0.24993779211889178,0.0,0.0,0.0,0.0,0.18212550877276737,-0.21519411479174694,20948.52186506664,0,0,1.9654548858144907,1.420335507145248,0.054404870539764394,5.705533181021927,0,0.99,0.09241108,0.07133128,19354.258,50.88667,50.349712,0.44779673,0.10963984,0.16244282,0.40705577,0.00022497193487683762,-7.950709823622583e-05,23.52776051914215,-0.067550603268952,0.06076572807013773,-0.00020142251045735245,0.0012237463585119584,-0.002539868666386357,0.001933996920300257,3.5124288094702343,0.9999172963755327,0.9999172856668394,2.506310655423915,1.8276403736268545,0.0023268897778350173
847,17.967936330307893,0.24915937368524088,0.0,0.0,0.0,0.0,-0.06743812908763833,0.12122372682865376,15901.053267572608,0,0,1.9363192023926885,3.7591335316067407,-0.815769971264105,0.8720739164333361,0,0.99,0.16978188,0.1688145,33671.51,30.769676,34.94576,1.1859323,0.103731625,0.17892574,1.1803867,0.0009206098240386742,-0.0013202585893028651,13.478812550350739,0.1321388989574158,-0.13223282450213156,-0.000478805903355938,-0.0002121230194766156,-0.00044215085846561054,-0.0009733734036851225,2.50947504506868,0.999925556467197,0.9999255455487679,1.997579655677202,3.1716951383155862,0.0013875159107192836
688,18.890243715183164,0.1898843281533661,0.0,0.0,0.0,0.0,0.06873328334233984,0.1118498910729729,23437.025625073496,0,0,1.6573164381204364,1.841887854490197,1.0309410546875215,4.680241018066553,0,0.99,0.24026701,0.12055482,54694.203,3.2182362,11.61902,1.7406448,0.79045445,0.06608701,1.7799587,0.0014402951937700272,-0.001122392873253963,8.700054883228518,0.004562927680461013,0.004629908543527079,-0.00027013114915142554,0.0002014552360558411,-2.2219133960915418e-05,0.0003244291310260201,1.9790962394594713,0.9999410941456753,0.9999410897827609,2.750529264177179,4.904201783670758,0.0008474523637200804
386,13.70398498466089,0.23327400461682218,0.0,0.0,0.0,0.0,-0.1267918657685169,0.05065835358132946,17019.637029329373,0,0,1.912739398409486,5.335947365237584,-0.986175745807228,2.205784491477434,0,0.99,0.06954433,0.06032643,24611.451,4.0457954,8.001292,1.3638948,0.40512407,0.13178204,1.5436459,0.0004439572860770347,-0.0009178423331556507,5.797153852274505,0.012964143418464285,-0.01280981359487497,0.0001715230350568903,-0.00011308988240488026,-3.8505261646798064e-05,-0.00020822836541480768,2.8630959910186,0.9999663712505197,0.9999663698211263,2.1121379249742525,2.3426950936276754,0.0005907067701671487
159,27.41654069788889,0.2320948911928421,0.0,0.0,0.0,0.0,-0.12864934017866275,-0.12509880318164124,65912.25725862199,0,0,1.5506013924283926,4.389682002827479,0.20866476817995605,3.449208156746003,0,0.99,1.2496281,0.4470614,142720.31,17.24375,33.562813,0.33776784,1.5525739,2.1521459,0.7074913,0.0009613013168017582,-0.00016148209292554653,278.2332138994445,0.0014430311995100274,-0.0005952311280784153,-0.00022565805210447636,-0.0028035887433567083,-0.0037260516026589438,0.0001894561978436601,0.9463335250474957,0.9998844373599565,0.9998844222131823,6.604316254176345,11.699412630968093,0.02410839701380585
665,31.665913193042662,0.23233112677236037,0.0,0.0,0.0,0.0,0.16932966598489513,0.19568694337593567,81096.82155742457,0,0,0.6911811614580229,2.323934068069542,-1.3153191474832924,2.7748245603587605,0,0.99,1.1936687,0.1078292,401737.66,6.1082597,13.457854,7.256628,0.7125628,0.12314025,6.5469375,0.010973901638917753,-0.0011744926289798542,2740.138924112396,0.009465759312315566,-0.005417018761859347,-0.02908955958173082,0.00903974100744397,-0.0006690606826709159,0.08076835069166431,2.1689714623220344,0.9998856461508138,0.9998856003482401,7.907338504425414,31.587817353391994,0.2326806733046043
431,14.309902628507048,0.2483904765320483,0.0,0.0,0.0,0.0,0.1362401061741561,-0.11797824620015196,13943.380997108941,0,0,0.9504438754273891,2.925725921571546,0.6416464155335615,0.38570284488518414,0,0.99,0.09878261,0.22994982,52924.453,12.411871,15.432169,4.022991,0.07794287,0.34027794,2.6451213,0.002167209184703613,-0.0010409140525068914,882.9156998701035,-0.11526925047637925,0.14294221852558844,-0.06308500194204453,0.0002388592081122879,-0.0024098978877447326,0.10556222818342437,3.363231300046724,0.9999219537268771,0.9999219462159912,1.7940331558809262,4.893042149574432,0.09231613552247175
800,28.868534304005706,0.24546197185383103,0.0,0.0,0.0,0.0,0.2343166866253661,-0.22853980959254835,23408.3489356265,0,0,1.2949494349790704,6.121623785347201,-0.3217152682561091,4.3561080804928185,0,0.99,0.6231882,0.14095286,22579.938,13.049782,18.883766,1.3381702,0.06477855,0.27978453,1.368572,0.0004422630353653161,-0.0014276779080412507,122.08684527221716,0.042733683627045806,-0.0663334156071596,-0.004877956093842491,0.00024287638997852495,-0.0014313718791929488,0.023085789321688737,2.574940710266356,0.9997748729130933,0.9997747957045404,2.7477356272682303,2.1007335272142247,0.011890379297168963
327,55.813825066105075,0.2460542099373183,0.0,0.0,0.0,0.0,-0.013150119402940037,-0.20797212141064733,68710.96458954646,0,0,1.2332008459619526,2.6382166588116673,-0.7862747854046832,0.03939503547932652,0,0.99,3.4782267,0.11776818,164684.23,13.404323,19.12977,1.0679284,0.5240054,0.3410286,1.9668593,0.004065853833876423,-0.0007221668978541386,432.30842696410565,0.0623909725660612,-0.08602961397219457,-0.004163253829298265,0.00031960464129461856,-0.0002555370729806452,0.028524506158513926,1.6429224843277916,0.9998174427279313,0.9998173320771373,6.846389703617655,13.414147798130033,0.03730908677063116
678,9.698574899601326,0.2491543129027004,0.0,0.0,0.0,0.0,-0.03698560890775648,0.08955243340933684,8322.020120975885,0,0,2.2678706404505613,1.6463468404145352,0.7161822103066142,2.292674218714386,0,0.99,0.01944032,0.04914291,16692.143,11.611821,13.098631,1.805043,0.09335126,0.02397937,2.6187491,0.0003006730329565588,-0.0016481837289213034,14.80130989956182,0.1781102969768595,-0.1850859229268499,0.0005684616130223007,2.6471060837524354e-05,-4.3563344416669294e-05,-0.004308900906951794,6.979855444519019,0.9999669272845862,0.9999669260985508,1.1792656452237995,1.724226054235649,0.0017006398310499549
54,13.945014996978852,0.23954516084764044,0.0,0.0,0.0,0.0,0.07982335624521911,-0.09083481697597397,19013.365661238724,0,0,1.434150756220126,5.203885142919024,0.2945683862021933,5.006550463208104,0,0.99,0.07889086,0.099082835,45162.074,5.7537208,9.82293,1.9117132,0.14239296,0.090542145,1.5203577,0.0007205720656874769,-0.0018057357092769962,15.340210476648991,0.017597477708667885,-0.018222602609160737,-0.00120005388529827,5.276165126912693e-05,-9.214902021717609e-05,0.009273365339464126,2.6666549299535616,0.999915742531602,0.9999157356302989,2.3136251177328933,4.139978942330744,0.0015380033049905428
56,13.476033615896432,0.23306016694027623,0.0,0.0,0.0,0.0,-0.0074164319527584765,0.03845609176043856,9586.00580709439,0,0,2.2171795402896572,5.758408205960466,0.18804575254848288,2.032308505216547,0,0.99,0.041299973,0.0669425,8172.339,2.2965019,4.3188553,0.79106575,0.036581114,0.09459096,1.173265,0.00047455254656629363,-0.0011552042801012416,-7.255509763235682,0.01334276185733434,-0.013621551679223323,-0.0007580076023102234,7.470076430504105e-05,-0.0002808052679221781,0.0011618670715390644,5.400959425903983,0.999949675691439,0.9999496727086545,1.322587329176731,0.8645866891367999,-0.0008123908766082266
156,31.731952083983252,0.24994912644593742,0.0,0.0,0.0,0.0,-0.0290087733040632,-0.36202675424629294,32262.932189697145,0,0,1.6816233882460674,2.7272562042839703,-0.14994479518561055,3.5190777943919036,0,0.99,1.2282073,0.094840445,33794.914,138.90115,141.88841,0.3702283,0.23937358,0.59746426,0.51018393,-0.0015597668952836814,-0.00037201263269265734,12.223884074913979,0.07127068803847299,-0.09557503760486301,0.0001868164566373045,-0.00043622115547214035,-0.0011180383036869638,0.0006074084993366325,1.600148606322009,0.9998743002503485,0.9998742695731897,3.59190725806633,3.025025229247051,0.001143508157619877
173,22.11109272063715,0.24467913134094152,0.0,0.0,0.0,0.0,-0.06164776955052604,-0.0012627644542538526,33373.99788386502,0,0,0.4604409617433653,1.9204202025886787,-0.39970012750283557,2.816926219080506,0,0.99,0.2901881,0.048280254,236448.03,4.7724676,7.428766,14.978151,0.08329065,0.03545009,4.613079,-0.001554480486280939,-0.001671194766505967,-292.51587902142023,0.0816463231650759,-0.10457724642704869,-0.04687302532566662,-0.0005313796437559901,0.0011451280680803235,-0.024775515052823157,5.139421580037629,0.9999092509586752,0.9999092353067471,3.695635065513235,19.42197076699729,-0.02726846375951819
98,25.90007693945031,0.2497205236556007,0.0,0.0,0.0,0.0,0.04429336581313666,0.11803349527448682,31916.43752464147,0,0,2.3247484893037935,2.3640293159504306,-0.030973766030962357,3.116304553382844,0,0.99,0.6360789,0.11732361,198001.14,34.41303,37.85637,8.861778,0.06663786,0.16181485,7.9666333,-0.004683921544046174,-0.0011566723860613978,-113.75644904154733,0.3605732440974219,-0.3818828017880998,-0.010373287473037559,-0.0001666899750304874,-0.0009115894207784779,0.04281231971482372,3.453700558468505,0.9998808211105108,0.9998807852160373,3.5594720286674133,16.427028474206566,-0.010657950193290855
353,25.199626351526142,0.2469400738168173,0.0,0.0,0.0,0.0,-0.21914359702541622,0.11780367888820528,26923.774592744056,0,0,1.741697323263704,3.1715597830744136,0.6429148434085001,2.891093878993288,0,0.99,0.6741202,0.20232527,420715.7,21.143652,27.956844,6.2094502,0.29999274,0.59384704,5.818095,0.0009313240572770477,-0.0006782039327664672,538.3383621770581,0.05204053037577566,-0.05756490507054785,0.005591467248888298,0.00011476312281079174,-0.0008096385372947278,0.006510325410277372,1.6007601894008388,0.999930684668329,0.9999306714273649,3.087030888622144,33.73048486958606,0.05143551212942521
583,13.949837654364023,0.22438978790836558,0.0,0.0,0.0,0.0,0.1395749529264843,0.025222100608373356,18005.143539559394,0,0,1.7256515413238496,1.3486182955595,-0.7986612700903905,3.72621102828045,0,0.99,0.05547144,0.11769206,7223.095,2.4485395,5.2624574,0.44265026,0.16893674,0.08703807,0.44210103,0.0006731928785163777,-0.0014913062456856775,2.844126703805954,0.009367515945144855,-0.007682228513497215,0.0010201267092849345,0.00010966341127078861,-0.00033994866777502865,0.0007768298971623496,3.9838457497692428,0.9999178564758818,0.9999178495216898,2.212140244127041,0.7120148668864927,0.00028741169295054547
991,19.69650850680811,0.24658246203846473,0.0,0.0,0.0,0.0,0.03188432037519085,0.037666379144124434,23975.89592373869,0,0,2.999366908209561,5.1926004152556,1.0809354010143872,1.5783194557773896,0,0.99,0.26356024,0.051592737,128747.94,5.464955,7.83689,37.972065,0.11643188,0.023022797,5.9192877,-0.0017488930489600928,-0.0013092492438586195,-19.510334997262355,0.07723179699203449,-0.09701608372649162,-0.010330596742443552,3.283954594750966e-05,-5.145810536896389e-05,0.06489139388644628,6.957491497060615,0.9999080133317171,0.9999079972433801,2.802941414283384,11.02555336289431,-0.0018948610807072441
743,14.973617749359963,0.23102521551033908,0.0,0.0,0.0,0.0,0.09015259043060264,-0.00972789167519044,19816.817305261804,0,0,2.0064913753899845,0.31466331297942085,-0.7373127663636443,3.0908503826467983,0,0.99,0.111733966,0.22469123,43244.258,4.291508,8.028721,1.6441896,0.19961928,0.46353802,1.5479628,0.0004096947180703685,-0.0005953928470194756,-158.5041746445532,0.002095737156851345,0.0013377911138587036,-0.006180171538211551,0.0006067959255102374,-0.002415705686274209,0.005207960823797085,3.028843609450661,0.9999147113953648,0.9999147035704563,2.3939458869500405,3.962754649559304,-0.015808437082736493
169,7.472311768067099,0.2307728731286043,0.0,0.0,0.0,0.0,0.13840537281140924,-0.010763074464275678,2469.065732014189,0,0,1.4987489341277014,0.796535914921422,0.5034635928802924,4.630157318768816,0,0.99,0.009041164,0.10614478,269.13754,1.9418552,3.2982345,0.10282413,0.035777777,0.09848458,0.098216996,9.16189640472202e-05,-0.0006160799497358762,2.5224319746217785,0.007009820311441585,-0.00982087800066709,-0.0003696646798257133,-0.00023375524349259792,-0.0013530137391572822,0.004496478477158142,11.236017674147584,0.9999662685814986,0.9999662681477581,0.43434143018629573,0.03950821966803042,0.00037450548925904714
620,11.921900100423146,0.24977028813931287,0.0,0.0,0.0,0.0,-0.07754736883704229,-0.07193308939285743,12710.940499431059,0,0,2.5672766185091582,5.440499204940234,0.06243360845959245,5.809134812786711,0,0.99,0.1045684,0.07585392,124922.914,30.453035,33.162086,16.768738,0.036030017,0.08314927,8.797712,0.0003320209268086189,-0.0012744774654095995,101.37114956111523,0.16341086869942684,-0.17597331263167285,0.01307663535575705,7.473350769573173e-05,-0.00021876694768849076,0.002802292945298605,5.85672850725432,0.9999537719782141,0.999953769771991,1.6635859017727483,10.939420915284153,0.010804648935496264
278,27.039971698065177,0.24015783768409496,0.0,0.0,0.0,0.0,0.11972217312855399,0.017900131931030728,42355.858494494205,0,0,1.536181112857186,0.9733196517027732,0.257661244480647,3.7489519081941522,0,0.99,0.8114511,0.20052485,38400.99,12.44497,22.024426,0.4022997,0.2719659,0.33727255,0.34276506,0.000491896296689692,-0.001408266350864707,66.33138563041015,0.03238344498629783,-0.04608865897199999,0.0002526181393974765,-0.00033275602196846624,-0.0004958632153002896,0.0019317190084720067,1.5480024271792712,0.999854067041966,0.9998540228489814,4.520609738117318,3.3578118509931203,0.006013726433613975
91,19.712161206919184,0.24280439168937895,0.0,0.0,0.0,0.0,-0.057388803983792515,-0.020030002440763143,28412.433375940775,0,0,0.1924760800779747,4.196329223659347,-0.717411387976603,1.2860162871127443,0,0.99,0.27227682,0.073250644,242270.6,5.5111775,8.932072,44.197357,0.09277252,0.1398843,5.4884677,-0.003034072627088673,-0.0006285805599594436,76.30711190209513,0.050654343168082525,-0.07563974368659311,-0.1743912804187031,0.003128613799073782,-0.002660295637043219,-0.07064951725965969,4.1395136791666305,0.9999166890866674,0.9999166778299927,3.228955881874206,19.955908289772715,0.007249323764734861
351,30.39919438700624,0.24330198448544083,0.0,0.0,0.0,0.0,-0.24545081407417177,-0.027410671497874923,62465.92662111079,0,0,0.590945755164775,5.03349103081159,0.12713525092208888,4.160610097530022,0,0.99,0.88064915,0.06298005,381632.2,5.0379343,8.443342,9.780615,0.16203749,0.10088125,6.8381767,0.006415260755653727,-0.0002473427428423441,128.77768718074012,0.01348344672838823,-0.015293686470540434,-0.05101221646108802,0.000553264456419895,-0.0026453831701929802,0.0629452108641096,3.1106852356721824,0.9999229900270741,0.9999229745414777,6.304880123642869,30.242715874271795,0.011216856302226574
774,17.230480725133884,0.18601970840646623,0.0,0.0,0.0,0.0,0.021990295120899034,0.034244710601290716,12208.335875843426,0,0,2.6077665331002837,1.2215038076402174,0.952544603435336,3.712745463153054,0,0.99,0.25148785,0.038123105,120354.04,1.2412076,5.2289243,16.854052,0.09462826,0.05007132,7.6497583,-0.0001291811287465811,-0.0012065354926011364,-190.00072768721154,0.011909868413321102,-0.025604581372784086,-0.026109311468616427,-0.0002112207378586793,-0.0002215034705444386,0.04327389191264652,7.229626811405953,0.9999304129276388,0.9999304095136898,1.6098032223024725,10.579224502707122,-0.02042669234938299
564,29.2230367042405,0.14465866349445256,0.0,0.0,0.0,0.0,0.015081958268618129,-0.16875948886523068,21595.804765089164,0,0,2.456409021779727,4.990247100230296,0.43921975847603445,4.786892591104886,0,0.99,0.7754901,0.044747815,63280.125,1.1490613,7.3566546,4.7679563,0.1091166,0.048187237,5.5263143,-0.00792263464929295,-0.0018572176786702823,-152.3619248225243,0.017460036164963815,-0.0613645803682213,-0.0030641648101833842,0.0006320411061926586,-0.0002500007164261424,0.09999888154223834,7.59820210278671,0.9997569893096849,0.9997569645299125,2.5701971551291365,5.65787244622269,-0.01501404356916236
476,59.93529721829238,0.24854080106984036,0.0,0.0,0.0,0.0,-0.03818580475142872,-0.15459769949895502,165195.6958187457,0,0,1.1610957561509727,3.4964571084408194,-0.26946351997708407,1.0585392081457938,0,0.99,7.9124684,0.19927742,416790.84,39.8239,49.3415,1.477229,0.30279836,1.0097302,2.6981375,0.013342431038255708,-0.0006752775747209169,1529.5520166151082,0.10490806121604748,-0.12707451127231492,-0.0070452450796176826,-9.467797945348138e-05,-0.00037969885286247675,0.041575854023049745,0.8783923296059172,0.9998426867976502,0.9998425780959447,14.834981381565502,32.16193482575021,0.12307358524746981
942,18.281960067033324,0.23923574977830725,0.0,0.0,0.0,0.0,0.0013542205296597242,0.06709429552483072,30315.885591689093,0,0,0.24027667651365414,1.8872653655913996,0.23413668785889974,3.619521230890829,0,0.99,0.15290488,0.12071567,224454.72,3.9277582,6.4488544,30.737764,0.15067264,0.22635327,3.5677977,-9.066142927798817e-05,-5.427409566611559e-05,107.95805949785353,0.00011390590327522193,0.00025686409484533605,0.0801325507334017,0.0016762447689345496,-0.002490654565434452,-0.00809010177819205,5.2137209457022005,0.999928279125357,0.9999282696889298,3.409083188902613,18.530807902592507,0.01017370801116968
496,29.38667314938681,0.24878951093670346,0.0,0.0,0.0,0.0,0.007801360362790544,-0.08645352045206456,17087.86664814618,0,0,1.33778091059015,2.380603757062664,0.035801942111662655,3.1164658423019436,0,0.99,0.31444186,0.06855385,23135.658,12.655817,15.438332,1.8233391,0.059947155,0.21177419,1.5319843,0.0007617935350850996,-0.0009340026933741398,120.41904097224808,0.09512283048377672,-0.11168295725548114,-0.004762090623156249,-0.00015849669273649777,-0.0011441150079461633,0.020287921247534785,4.548926501983883,0.9998648721506566,0.999864832841327,2.119088393630067,2.2076362103531304,0.012256932618625704
976,148.7568852987957,0.23095752661633154,0.0,0.0,0.0,0.0,-0.03585725999391823,0.07438944930421508,257875.59978433631,0,0,2.263098374046652,1.6383358103304564,-0.7313025224716431,3.1288685386763095,0,0.99,127.85746,0.15138558,1312205.8,4.4083233,7.1530313,6.418404,1.3214513,0.4612982,7.6231093,-0.11765990206185618,-0.0005115482036727115,57.4040836819464,0.01427465928675018,-0.03637237064130806,0.0010324257024225485,5.090016435754322e-05,-6.573460633814196e-05,-0.00041907755069673784,2.0996367969875576,0.99994399368681,0.9999438634581764,22.18315387871387,97.90487818068625,0.004495940756964245
31,45.23497284282304,0.24381642771325732,0.0,0.0,0.0,0.0,0.07375296152161472,0.22850237480396113,40041.435305508014,0,0,2.36557267512005,1.7048535473111768,-0.37237370318913277,1.1409209975130354,0,0.99,1.2444735,0.035285424,89937.19,2.6783366,4.3114004,2.2995565,0.12064613,0.05972167,3.5768182,-0.01091880635831154,-0.0011082039045475357,188.5979902159198,0.06763981227738845,-0.09524791402706033,0.002533474222935295,-3.4444466969170144e-05,0.00011265738254881495,0.01877648565077051,6.883114277446194,0.9998848622358357,0.9998847891834987,4.310115728883122,7.667560573585803,0.017202395212185806
375,15.239358001003671,0.244848693022431,0.0,0.0,0.0,0.0,0.2486832770579605,0.09778946097895691,24228.838211011403,0,0,1.4490375833245683,3.531725515371924,-0.03821027367795149,6.216009678927421,0,0.99,0.22033009,0.5409015,17161.295,13.66508,19.676126,0.2955742,0.09246005,0.45111135,0.32727894,0.0005311844465775843,-0.0007455221661106142,19.808921950115653,-0.004544468401693262,0.009711726666759091,-0.000357926730998821,-0.00041356258808589435,-0.002272564189149383,0.008493200079223934,1.6343171369130238,0.9999101360460703,0.9999101231279649,2.827489342400331,1.6054478450950898,0.00192100509482529
128,5.680969562276463,0.24996331968305138,0.0,0.0,0.0,0.0,0.10923504539006529,0.00790012714883039,419.69561944127355,0,0,0.6626540751917878,1.7117002662200984,0.3592009692003426,2.8927278481703778,0,0.99,0.00062234834,0.008639092,138.325,1.891545,1.8821217,0.45744574,0.0045309546,0.0027863206,0.2713379,0.0005502926734113073,-0.002485387016500086,121.6933375973469,-1.5648476311546,1.5789482915986828,-0.4387158908424697,0.0014833624813699845,-0.00010419523164422282,0.3351071315088557,124.41500150312433,0.9999853584312671,0.999985358386611,0.08886258135715747,0.027186446946836196,0.023963340007168224
735,27.393390771173365,0.2499804721818411,0.0,0.0,0.0,0.0,0.067011323826198,0.09583178500040374,46026.426418015835,0,0,1.3676558610377145,1.368515509093502,-0.5012971572771021,0.4378393317298318,0,0.99,0.3659713,0.13317974,23939.592,160.14223,163.8217,0.7536973,0.24757855,0.16375577,0.6371614,0.0013983104466176362,-0.0014336790571225552,90.16177700114329,1.287823444627925,-1.3044421447795713,0.0008044853523424238,0.0007757888850413858,-0.0009525654021653472,0.012432461504503466,2.9381621249363703,0.9998727352168723,0.9998726933119482,4.851896436003018,2.102747155927325,0.008100767897354366
