index,Mc,eta,chi1x,chi2x,chi1y,chi2y,chi1z,chi2z,DL,tc,phic,iota,ra,dec,psi,gmst0,hybr,Mc_err,eta_err,DL_err,chi1z_err,chi2z_err,iota_err,ra_err,dec_err,psi_err,Mc_bias,eta_bias,DL_bias,chi1z_bias,chi2z_bias,iota_bias,ra_bias,dec_bias,psi_bias,snr,faith,inner_prod,z,z_err,z_bias
485,39.00709483435302,0.2489662625729085,0.0,0.0,0.0,0.0,-0.0346799884731602,-0.16345358119972,64250.23773021372,0,0,1.2467569539992784,1.7038889644365927,0.4316367747640526,3.2087421159632012,0,1.0,0.923378,0.102158844,73907.586,20.393751,24.55285,1.8366537,0.57742053,0.21719189,1.6750695,-4.839945088408911e-15,1.0073357059289107e-16,-8.655031143865422e-11,-3.6936115070610855e-14,3.9426604762123886e-14,2.2501560796449e-15,-6.61120218224355e-16,3.0954100783122215e-16,-2.958279012082897e-15,2.2757749911640195,1.0000000000000002,1.0,6.460102603412286,6.185611643680218,-7.105427357601002e-15
716,21.950391817501522,0.24115825487489304,0.0,0.0,0.0,0.0,0.23605124264121996,-0.013419483420063416,17343.50335460295,0,0,1.0080721620225856,0.12654613294757835,0.09750866584413753,1.9755918777946488,0,1.0,0.1844938,0.09772946,13457.767,4.2511363,7.2799296,0.5996671,0.03736132,0.12779468,0.7184726,-9.446386833594554e-15,1.5377594901801193e-15,7.370270689589036e-12,1.2994944090956962e-13,-2.3489500725955186e-13,-5.594197016807354e-16,-6.857317379487955e-16,2.5740850034052633e-15,-7.550668500209613e-15,4.601918960126925,1.0000000000000002,1.0,2.1450934217849174,1.3096965608635562,1.3322676295501878e-15
842,26.505836693938747,0.24880837361813948,0.0,0.0,0.0,0.0,0.1358433786758292,-0.06718077497399991,19913.97553266201,0,0,0.9507023492009329,4.668341797188442,-0.05271318575227646,4.869850328237134,0,1.0,0.1830892,0.0690722,14259.54,8.9291315,10.821439,0.69966155,0.12059702,0.18266496,1.1645161,-7.141576492430077e-15,-3.034664709449568e-16,-2.2137163066555687e-10,1.9384788194273907e-13,-2.390996281245401e-13,6.824870390493084e-15,3.424051656705404e-15,4.589716725872889e-15,9.679454084094732e-15,7.849476571319899,1.0,1.0,2.4036271404222607,1.366395537539752,-2.220446049250313e-14
284,29.214094309037826,0.24879608185102015,0.0,0.0,0.0,0.0,-0.10204613094935872,0.010805454581112628,44835.50231296823,0,0,1.7470902959137227,5.08666663394863,0.35134318883907434,0.8513402995087302,0,1.0,0.88596433,0.22014205,180160.36,33.005066,41.147278,0.7538549,0.40928763,0.26340514,0.925024,-1.051595213947965e-14,1.2506922605338865e-15,-1.0800559272877548e-10,1.9383102610516207e-13,-2.5829073661888455e-13,-3.3021727123162937e-16,1.9790688332019447e-16,3.9343747295103837e-16,2.6512640241550584e-16,1.272435687876556,1.0,1.0,4.74473421819412,14.853517495637783,-1.1546319456101628e-14
316,23.379252785944185,0.2490974877798096,0.0,0.0,0.0,0.0,-0.3413603486061152,-0.004322745413389492,39161.6551456193,0,0,0.4873306332431917,1.4670289279128752,-0.3526394923381049,5.047822578455118,0,1.0,0.41236135,0.05542123,189254.28,8.285808,9.821408,10.178237,0.13687877,0.089134954,6.9378467,8.009158354998337e-15,2.292533651070815e-16,1.3557044206115142e-09,-7.501158016561725e-15,1.4033340026477335e-15,-7.527472307992217e-14,-3.784956480910079e-16,8.957856082917922e-16,2.4493215058876956e-13,5.260217382366682,0.9999999999999999,1.0,4.229748478751312,15.638347654205884,1.2789769243681803e-13
226,13.981157990515257,0.24750950589281528,0.0,0.0,0.0,0.0,0.07583106740398204,0.0036519505799717245,10963.603370563698,0,0,1.598338391258906,5.235059554302183,0.5719182038671686,6.118940447883128,0,1.0,0.04184853,0.0656222,5492.16,5.859955,7.6603994,0.7449472,0.08416467,0.037595,0.5564351,-8.794071878767086e-15,1.0207176104035448e-14,6.453919786391251e-11,9.883538399887186e-13,-1.3511543189784984e-12,6.4363745512023385e-15,2.976081687471682e-16,5.80903367279878e-16,4.1274100941363786e-16,5.421812263268333,1.0,1.0,1.4749624377549455,0.5795734530507144,6.8833827526759706e-15
235,46.788145029937624,0.20759509292560674,0.0,0.0,0.0,0.0,0.28197390296882907,-0.1346285338412657,10181.993861565836,0,0,2.5165433724791333,3.702025400271581,0.09500230877027116,1.625618056371029,0,1.0,0.457692,0.0100531485,5466.1074,0.31678033,1.0657692,0.81738675,0.01723659,0.054981194,1.1892861,2.210556603937285e-14,1.4266988590498506e-16,-2.8469238376191237e-11,-8.937588618451277e-16,2.3645608227949434e-15,-5.114942083448461e-15,2.1937118433574785e-16,5.022111505650177e-16,-7.405033981002095e-14,24.055235317153567,1.0000000000000002,0.9999999999999999,1.3889535765774346,0.5825539782098736,-3.774758283725532e-15
547,13.925749463769488,0.24904940321282026,0.0,0.0,0.0,0.0,0.1655609612794969,-0.16979345830010154,16652.65986042696,0,0,1.9628016954793115,0.5192167615323027,1.0219505297703622,3.9229044462583076,0,1.0,0.099549755,0.19590336,19857.05,22.71692,26.32625,0.80393785,0.11571506,0.32516256,1.3342587,-9.336369113288308e-15,8.061370475043562e-15,5.7799526907451965e-11,2.1624351527628946e-12,-2.4882656349438683e-12,8.050177262240022e-16,1.8581454108238676e-16,2.7804865970543742e-15,5.6611599254389e-15,2.2721009361356006,0.9999999999999998,0.9999999999999999,2.074682721112264,1.9115520319706372,6.217248937900877e-15
631,51.9337610229067,0.2340118930684883,0.0,0.0,0.0,0.0,-0.05158641444109644,-0.08945993737260413,17419.525333521215,0,0,1.824170117065413,2.185741918245591,0.3446189988766859,2.580561337647645,0,1.0,1.2590537,0.07176144,36819.02,3.1875918,6.1777434,0.56224567,0.26334018,0.7798836,0.25687653,-1.8950721408380634e-14,-1.7398652122487289e-16,1.577055484530358e-10,2.8998412775779706e-15,-1.255555188437708e-14,2.6232835454629395e-15,-1.2678019611355357e-15,3.830923518558711e-15,2.9058990477585597e-15,4.336975975089374,1.0,1.0,2.1528159033526424,3.4305014744983784,1.509903313490213e-14
844,16.72101642080349,0.2472310102960022,0.0,0.0,0.0,0.0,0.03350055883476571,-0.04978969392836964,18762.957930235392,0,0,0.44268022765570014,2.3549069970154175,0.7247605809271733,2.5487590289174267,0,1.0,0.2580307,0.1037723,95490.37,8.858664,12.063782,11.3857975,0.17073065,0.18812095,8.679074,4.680599058195216e-15,6.812712884830793e-16,4.3892521042430795e-10,-9.150678348704425e-15,5.459675239493028e-15,-5.133286206503078e-14,-3.362281196768159e-15,3.4540305581873354e-15,3.7248635751023574e-13,5.076676602444544,1.0000000000000002,1.0000000000000002,2.2884937702719848,8.395799987888338,4.39648317751562e-14
